i,target,loss_see,loss_uni,loss_bi,loss_actual,w_see,w_uni,w_bi
152349,32,0.696202,1.979975,1.520132,0.704304,0.988624,0.004222,0.007153
152350,61,1.283566,5.200575,4.761125,1.299165,0.988299,0.004393,0.007307
152351,32,0.022475,1.979957,1.462875,0.033362,0.988841,0.004240,0.006918
152352,40,2.742037,5.941040,5.761162,2.756473,0.988714,0.004330,0.006956
152353,121,10.338715,7.948036,9.097505,10.299955,0.989046,0.004267,0.006687
152354,91,1.718634,6.910033,4.215249,1.734230,0.987827,0.004911,0.007263
152355,105,2.775608,4.683514,1.929791,2.772277,0.988390,0.004537,0.007074
152356,93,0.392475,6.910051,4.311253,0.409372,0.987804,0.004614,0.007582
152357,32,0.717094,1.979976,1.518365,0.724943,0.988791,0.004130,0.007079
152358,45,3.514722,5.103853,6.874000,3.528362,0.988453,0.004307,0.007239
152359,32,0.750377,1.979958,4.388940,0.763234,0.988682,0.004440,0.006878
152360,115,2.701959,5.322476,6.137941,2.716110,0.988889,0.004612,0.006499
152361,117,3.605805,6.132775,4.624136,3.615846,0.989208,0.004596,0.006196
152362,109,0.460100,5.955142,2.984646,0.474204,0.989068,0.004592,0.006340
152363,41,6.851806,5.941145,5.980472,6.839062,0.989560,0.004228,0.006212
152364,32,1.680872,1.979968,1.487219,1.680746,0.988626,0.004673,0.006702
152365,47,4.770920,7.272707,6.741319,4.784470,0.987973,0.004960,0.007067
152366,32,1.724115,1.979949,1.330082,1.722105,0.988073,0.004933,0.006993
152367,76,5.359074,8.653578,8.590939,5.375478,0.987374,0.005224,0.007402
152368,91,1.610845,6.909028,4.553452,1.626909,0.987881,0.005067,0.007053
152369,105,0.958381,4.683403,1.927135,0.969425,0.988551,0.004657,0.006793
152370,32,3.854000,1.979950,3.872375,3.836937,0.988574,0.004496,0.006929
152371,42,0.913102,7.680511,6.785663,0.930758,0.987666,0.005084,0.007250
152372,32,0.031840,1.979931,0.835058,0.040617,0.989093,0.004488,0.006419
152373,110,3.562294,5.139537,7.006051,3.575371,0.988840,0.004564,0.006596
152374,32,4.311110,1.979913,4.231969,4.283606,0.989034,0.004686,0.006281
152375,43,1.819151,6.825245,6.351416,1.835866,0.988028,0.005351,0.006621
152376,32,0.593940,1.979895,2.189430,0.604282,0.988943,0.004941,0.006116
152377,105,2.376790,4.683236,4.946660,2.390079,0.988769,0.005071,0.006160
152378,93,1.113812,6.909123,4.307103,1.128819,0.988900,0.005064,0.006035
152379,59,2.096072,5.677197,1.989631,2.101509,0.989590,0.004591,0.005819
152380,10,0.309213,5.062724,0.764555,0.317836,0.989378,0.004454,0.006168
152381,32,0.032399,1.979905,0.447513,0.039212,0.989390,0.004194,0.006416
152382,32,0.002615,1.979877,0.872939,0.011613,0.989048,0.004287,0.006665
152383,32,0.040427,1.979849,0.872908,0.049432,0.988806,0.004371,0.006823
152384,32,0.071763,1.979821,0.872877,0.080799,0.988561,0.004455,0.006984
152385,125,5.117870,7.936714,6.545543,5.130019,0.988314,0.004538,0.007148
152386,10,0.237729,5.062464,0.850299,0.247612,0.988319,0.004502,0.007179
152387,32,0.787445,1.979812,0.447405,0.788046,0.988393,0.004228,0.007380
152388,32,0.005541,1.979784,0.872884,0.015389,0.987810,0.004409,0.007782
152389,32,0.076222,1.979757,0.872853,0.085839,0.987603,0.004486,0.007911
152390,32,0.086538,1.979729,0.872822,0.096269,0.987379,0.004568,0.008053
152391,102,4.622859,6.240433,5.714320,4.633693,0.987159,0.004647,0.008195
152392,114,4.172096,5.420991,5.001269,4.181310,0.986983,0.004758,0.008260
152393,101,0.280498,4.471056,2.375039,0.296551,0.986702,0.004913,0.008385
152394,101,4.977764,4.470856,6.497523,4.982650,0.987125,0.004667,0.008209
152395,40,0.209945,5.940866,6.020147,0.228819,0.986761,0.005068,0.008171
152396,121,6.399767,7.946110,8.834998,6.412666,0.988190,0.004606,0.007205
152397,41,5.250244,5.940885,4.964135,5.250615,0.988243,0.004729,0.007028
152398,59,1.024414,5.676893,1.421370,1.033890,0.987624,0.004961,0.007415
152399,10,0.052261,5.062271,0.764244,0.063102,0.987694,0.004647,0.007659
152400,125,2.343669,7.934541,4.887286,2.359228,0.987840,0.004331,0.007829
152401,10,0.298388,5.061975,0.848982,0.307443,0.988415,0.003996,0.007589
152402,10,1.152244,5.061668,3.941692,1.167052,0.988408,0.003796,0.007795
152403,116,5.477354,4.430031,8.066687,5.480675,0.988787,0.003710,0.007503
152404,121,0.443837,7.943857,6.612156,0.460243,0.988569,0.004159,0.007272
152405,112,2.926830,6.819112,4.603214,2.938124,0.989959,0.003658,0.006383
152406,101,0.106172,4.470759,3.855738,0.119709,0.990011,0.003587,0.006402
152407,100,3.108373,6.028334,5.383856,3.119706,0.990464,0.003481,0.006055
152408,101,1.785315,4.470569,3.166037,1.794957,0.990492,0.003521,0.005987
152409,102,0.828506,6.239889,5.994556,0.842133,0.990345,0.003580,0.006074
152410,32,1.894259,1.979880,3.037909,1.898920,0.991084,0.003378,0.005538
152411,115,4.803850,5.322580,6.135890,4.810416,0.990620,0.003700,0.005680
152412,116,1.460907,4.429912,2.064517,1.468784,0.990239,0.003974,0.005787
152413,114,3.441860,5.420785,4.278929,3.449973,0.990020,0.003967,0.006013
152414,117,3.546768,6.132613,4.865556,3.557051,0.989737,0.004069,0.006194
152415,99,4.205462,6.105692,6.389353,4.216905,0.989619,0.004097,0.006284
152416,116,0.487937,4.429746,3.057144,0.501122,0.989581,0.004202,0.006217
152417,32,2.660668,1.979909,2.313891,2.654756,0.989845,0.004066,0.006089
152418,123,2.369187,7.932401,5.961957,2.384160,0.989043,0.004479,0.006478
152419,10,0.380755,5.061514,0.787006,0.388674,0.989723,0.004125,0.006152
152420,32,0.108455,1.979900,0.448193,0.114514,0.989675,0.003916,0.006408
152421,32,0.001456,1.979873,0.872902,0.010189,0.989295,0.004033,0.006672
152422,32,0.043936,1.979845,0.872872,0.052671,0.989039,0.004132,0.006829
152423,32,0.195709,1.979817,0.872841,0.203840,0.988779,0.004230,0.006991
152424,100,4.832391,6.027878,6.642487,4.843364,0.988480,0.004340,0.007179
152425,111,1.562869,5.703003,2.730494,1.574774,0.988351,0.004519,0.007130
152426,117,0.458545,6.132064,2.634715,0.472838,0.988460,0.004323,0.007216
152427,98,1.304084,6.693700,2.930515,1.316664,0.988925,0.003980,0.007095
152428,108,0.238964,5.984792,2.042311,0.251582,0.989191,0.003719,0.007090
152429,101,0.172660,4.470558,1.818219,0.184370,0.989487,0.003464,0.007049
152430,42,5.169211,7.679131,6.033928,5.177834,0.989581,0.003377,0.007041
152431,32,0.036249,1.979855,0.833927,0.044376,0.989346,0.003464,0.007191
152432,88,6.874128,9.620333,9.790423,6.887809,0.989052,0.003599,0.007349
152433,59,4.485716,5.676740,7.225609,4.497388,0.989286,0.003647,0.007066
152434,10,5.499186,5.061340,0.763933,5.264426,0.989308,0.003851,0.006840
152435,32,0.158492,1.979856,0.448084,0.165032,0.987571,0.004228,0.008201
152436,32,0.003922,1.979828,0.872884,0.014142,0.987209,0.004333,0.008458
152437,32,0.123284,1.979800,0.872853,0.132937,0.987016,0.004415,0.008569
152438,32,0.191353,1.979772,0.872823,0.200732,0.986786,0.004507,0.008707
152439,100,5.210749,6.027403,6.638977,5.221692,0.986539,0.004602,0.008859
152440,111,1.030125,5.702652,2.727365,1.045690,0.986362,0.004822,0.008816
152441,117,0.207942,6.131543,2.632359,0.224687,0.986763,0.004525,0.008713
152442,98,0.645670,6.692864,2.926593,0.661280,0.987440,0.004123,0.008438
152443,108,0.206609,5.984336,2.039714,0.220545,0.988012,0.003773,0.008215
152444,101,0.254550,4.470490,1.816853,0.267128,0.988385,0.003506,0.008109
152445,42,5.772700,7.677337,6.020955,5.778169,0.988509,0.003422,0.008069
152446,32,0.051128,1.979811,0.832800,0.059976,0.988100,0.003563,0.008337
152447,121,7.456243,7.941938,10.295843,7.468332,0.987834,0.003694,0.008472
152448,59,3.481086,5.676399,5.867896,3.495098,0.987916,0.003973,0.008111
152449,10,0.207395,5.061166,0.763622,0.216708,0.988065,0.004052,0.007883
152450,32,0.747544,1.979811,0.447975,0.748031,0.988081,0.003835,0.008083
152451,32,0.002213,1.979783,0.872866,0.012125,0.987492,0.004026,0.008482
152452,32,0.133503,1.979756,0.872835,0.142799,0.987282,0.004125,0.008592
152453,32,0.222694,1.979728,0.872804,0.231593,0.987034,0.004234,0.008732
152454,105,4.816894,4.683721,4.946407,4.817388,0.986761,0.004348,0.008891
152455,110,0.936094,5.139979,1.572907,0.947269,0.986124,0.004694,0.009182
152456,116,0.826371,4.429921,1.731523,0.838620,0.986191,0.004470,0.009339
152457,32,1.056903,1.979728,2.313110,1.067806,0.986237,0.004344,0.009419
152458,78,11.894302,8.439132,8.021406,11.663206,0.986044,0.004557,0.009399
152459,59,6.627026,5.676020,4.917307,6.584824,0.983763,0.005374,0.010863
152460,10,0.772309,5.060955,0.763311,0.780238,0.982398,0.005854,0.011748
152461,32,0.204301,1.979729,0.447866,0.212628,0.982440,0.005479,0.012081
152462,32,0.001145,1.979701,0.872847,0.015221,0.982156,0.005525,0.012319
152463,32,0.078958,1.979673,0.872817,0.092399,0.982132,0.005538,0.012330
152464,32,0.132460,1.979645,0.872786,0.145474,0.982070,0.005562,0.012368
152465,105,4.871705,4.683582,4.945451,4.871474,0.981982,0.005593,0.012425
152466,110,1.331474,5.139750,1.572448,1.342311,0.981329,0.005953,0.012718
152467,116,0.769032,4.429821,1.730793,0.785720,0.981402,0.005642,0.012956
152468,32,0.853818,1.979646,2.312330,0.869977,0.981691,0.005388,0.012921
152469,110,5.177408,5.139445,7.002482,5.190402,0.981761,0.005541,0.012698
152470,117,0.634405,6.131155,4.983741,0.659866,0.981771,0.005879,0.012350
152471,109,0.086729,5.955586,2.982327,0.108415,0.983486,0.005326,0.011188
152472,95,0.338924,5.035749,3.401643,0.359188,0.984598,0.004803,0.010599
152473,102,1.088696,6.239780,5.319287,1.108823,0.985486,0.004507,0.010007
152474,101,0.258898,4.470564,3.726020,0.276752,0.986647,0.004198,0.009155
152475,97,0.225056,5.235878,4.198890,0.242401,0.987378,0.004035,0.008587
152476,116,0.696491,4.429702,1.935811,0.708237,0.988233,0.003807,0.007960
152477,117,0.589861,6.130559,4.825149,0.606155,0.988264,0.003736,0.008000
152478,114,0.039011,5.420994,2.978243,0.053270,0.989119,0.003499,0.007383
152479,101,0.478052,4.470402,2.373836,0.490062,0.989595,0.003311,0.007094
152480,115,0.470126,5.322854,3.314878,0.483476,0.989697,0.003270,0.007033
152481,59,4.258481,5.675745,5.499314,4.267010,0.990048,0.003160,0.006792
152482,10,1.734473,5.060847,0.763001,1.729320,0.989767,0.003360,0.006873
152483,125,2.298548,7.933015,4.880554,2.312276,0.989225,0.003372,0.007403
152484,32,3.124715,1.979760,4.495958,3.125515,0.989634,0.003181,0.007185
152485,68,5.580073,9.198379,9.367803,5.594613,0.989154,0.003623,0.007223
152486,97,1.229818,5.235626,3.307989,1.242186,0.989635,0.003584,0.006782
152487,116,1.132790,4.429603,1.934866,1.141490,0.989786,0.003511,0.006704
152488,97,2.916830,5.235289,3.004526,2.921473,0.989614,0.003512,0.006874
152489,115,4.300876,5.322561,3.806686,4.299282,0.989209,0.003607,0.007185
152490,101,0.851159,4.470296,3.149172,0.865054,0.988554,0.003828,0.007618
152491,116,1.513328,4.429437,3.689178,1.526463,0.988790,0.003767,0.007443
152492,59,7.847474,5.675366,8.198494,7.830704,0.988911,0.003784,0.007305
152493,10,1.491167,5.060636,0.762691,1.489780,0.988080,0.004367,0.007553
152494,10,3.905344,5.060330,3.939197,3.908999,0.987698,0.004254,0.008048
152495,68,11.933121,9.192935,10.653741,11.880478,0.987195,0.004439,0.008366
152496,97,0.639806,5.235009,3.283307,0.657956,0.985844,0.005145,0.009012
152497,116,0.765783,4.429290,1.934256,0.779182,0.986522,0.004817,0.008661
152498,97,1.759738,5.234672,3.003343,1.773148,0.986658,0.004648,0.008694
152499,115,4.006112,5.322278,3.802678,4.008114,0.986772,0.004520,0.008707
152500,101,1.130563,4.470181,3.146386,1.146598,0.986239,0.004675,0.009086
152501,116,1.271727,4.429124,3.686778,1.288080,0.986551,0.004563,0.008886
152502,42,13.090088,7.675943,5.960100,11.837604,0.986918,0.004484,0.008599
152503,32,0.152910,1.979902,0.831676,0.164672,0.983470,0.005588,0.010942
152504,99,7.751620,6.105883,6.684429,7.717306,0.983330,0.005620,0.011050
152505,114,11.070799,5.420845,6.687084,10.448317,0.982048,0.006228,0.011724
152506,101,2.106478,4.470029,2.372258,2.118777,0.978662,0.007684,0.013654
152507,97,2.796037,5.234401,4.195994,2.817437,0.978637,0.007489,0.013874
152508,116,1.997215,4.428987,1.933646,2.004922,0.979067,0.007295,0.013638
152509,101,2.492893,4.469848,2.897496,2.505537,0.978898,0.007111,0.013991
152510,95,5.676111,5.035798,4.348199,5.640066,0.978818,0.007032,0.014149
152511,100,12.882550,6.027467,5.547849,10.787932,0.977478,0.007490,0.015032
152512,97,7.306400,5.234093,3.234106,6.894818,0.971579,0.009475,0.018946
152513,116,0.536386,4.428831,1.932703,0.570109,0.967971,0.010375,0.021655
152514,97,1.557203,5.233757,3.002358,1.589576,0.969305,0.009574,0.021121
152515,115,2.520461,5.322051,3.799020,2.549212,0.970508,0.008915,0.020576
152516,101,0.661701,4.469705,3.143607,0.697434,0.971321,0.008534,0.020145
152517,116,1.350419,4.428665,3.684786,1.382947,0.972985,0.007957,0.019059
152518,40,0.957658,5.941448,5.673407,0.993868,0.974284,0.007595,0.018121
152519,105,4.840547,4.683849,2.559400,4.752467,0.977008,0.006890,0.016102
152520,110,0.148200,5.139594,1.571988,0.174426,0.975221,0.007241,0.017539
152521,116,0.305353,4.428500,1.730379,0.330028,0.976277,0.006572,0.017151
152522,32,1.070606,1.980044,2.313122,1.088837,0.977082,0.006143,0.016774
152523,78,11.176802,8.436471,8.012116,10.953701,0.977200,0.006310,0.016490
152524,44,11.292085,6.832021,7.121015,10.742484,0.974429,0.007162,0.018409
152525,32,5.660950,1.980035,0.279398,4.690873,0.970413,0.008484,0.021103
152526,105,4.323915,4.683673,4.944496,4.339712,0.965253,0.009754,0.024993
152527,110,1.545662,5.139327,1.571529,1.559570,0.965167,0.009979,0.024855
152528,116,0.403784,4.428362,1.729650,0.438611,0.965538,0.009293,0.025170
152529,32,1.790442,1.980036,2.312343,1.802768,0.966876,0.008578,0.024547
152530,110,4.920859,5.139023,6.997929,4.949895,0.966658,0.008858,0.024485
152531,117,1.089329,6.130407,4.974768,1.134212,0.967511,0.009138,0.023351
152532,109,0.095243,5.955576,2.978835,0.133806,0.970614,0.008211,0.021175
152533,95,0.490629,5.035705,3.396572,0.525791,0.972971,0.007235,0.019794
152534,102,1.283860,6.239642,5.308192,1.318623,0.974840,0.006656,0.018503
152535,101,0.217090,4.469675,3.718290,0.247779,0.977153,0.006082,0.016766
152536,97,0.147096,5.233609,4.192904,0.176301,0.978857,0.005694,0.015449
152537,116,0.527593,4.428244,1.932096,0.547369,0.980733,0.005229,0.014038
152538,117,1.155476,6.129812,4.821553,1.180997,0.981220,0.004986,0.013794
152539,114,0.056627,5.420761,2.974766,0.079229,0.982663,0.004633,0.012705
152540,101,0.411727,4.469513,2.370682,0.430493,0.983738,0.004280,0.011982
152541,115,0.394636,5.321919,3.314283,0.415099,0.984243,0.004124,0.011633
152542,41,4.220884,5.941674,5.306084,4.233236,0.985111,0.003892,0.010997
152543,32,2.737279,1.980131,1.486796,2.711663,0.984999,0.004028,0.010973
152544,123,0.248805,7.931285,5.960613,0.271945,0.983843,0.004448,0.011709
152545,10,0.645693,5.060496,0.785819,0.652397,0.985913,0.003872,0.010216
152546,32,0.087334,1.980122,0.448653,0.094634,0.985776,0.003723,0.010501
152547,32,0.004775,1.980094,0.873051,0.015949,0.985437,0.003849,0.010714
152548,32,0.041940,1.980066,0.873021,0.053006,0.985274,0.003959,0.010767
152549,32,0.176522,1.980038,0.872990,0.186727,0.985104,0.004067,0.010830
152550,68,19.186347,9.187938,9.343889,15.250747,0.984883,0.004184,0.010933
152551,97,1.720268,5.233395,3.259133,1.742390,0.979124,0.005945,0.014931
152552,116,1.258984,4.428183,1.931155,1.274196,0.979720,0.005685,0.014595
152553,97,3.267343,5.233059,3.001767,3.268983,0.979864,0.005502,0.014634
152554,115,3.278098,5.321664,3.795377,3.290733,0.979411,0.005516,0.015072
152555,101,1.238958,4.469445,3.141189,1.262287,0.979314,0.005519,0.015167
152556,116,1.636846,4.428017,3.682799,1.659654,0.979991,0.005345,0.014664
152557,42,13.463705,7.674532,5.949496,11.517420,0.980621,0.005250,0.014129
152558,32,0.136810,1.980086,0.830554,0.153596,0.975519,0.006545,0.017936
152559,100,9.893032,6.027304,6.636107,9.580647,0.975581,0.006524,0.017895
152560,32,4.953926,1.980068,2.875580,4.794582,0.972373,0.007633,0.019994
152561,61,2.809125,5.202221,4.762009,2.842679,0.969797,0.008654,0.021550
152562,32,0.041901,1.980049,1.462300,0.069801,0.970932,0.008394,0.020674
152563,40,3.072335,5.941292,5.761043,3.107606,0.971593,0.008256,0.020151
152564,68,9.094161,9.182574,7.720573,9.051971,0.973136,0.007918,0.018946
152565,97,2.775242,5.232817,3.235449,2.792942,0.971742,0.008216,0.020041
152566,116,1.213689,4.427908,1.930549,1.235458,0.971938,0.007965,0.020097
152567,97,1.399414,5.232481,3.000589,1.429220,0.972427,0.007567,0.020006
152568,115,3.548266,5.321418,3.791413,3.559886,0.973501,0.007083,0.019416
152569,101,1.072673,4.469368,3.138424,1.103726,0.973355,0.007046,0.019598
152570,116,1.223186,4.427743,3.680413,1.254288,0.974527,0.006703,0.018770
152571,42,13.269782,7.672737,5.937815,11.215796,0.975787,0.006427,0.017786
152572,41,2.507743,5.941377,3.842260,2.537839,0.969763,0.007886,0.022351
152573,109,2.310719,5.955377,6.961581,2.351407,0.970727,0.007452,0.021821
152574,97,0.518845,5.232193,3.666863,0.553805,0.973606,0.007031,0.019362
152575,108,1.822892,5.984984,3.401192,1.849166,0.975572,0.006448,0.017980
152576,108,2.366334,5.984396,4.337149,2.393371,0.976480,0.006028,0.017492
152577,111,0.870362,5.703454,2.469194,0.894831,0.977424,0.005744,0.016832
152578,99,4.217396,6.105931,3.931077,4.217793,0.978309,0.005305,0.016386
152579,40,0.734268,5.940864,5.122883,0.765240,0.977812,0.005342,0.016846
152580,115,1.215117,5.321154,4.344723,1.241361,0.979960,0.004911,0.015129
152581,105,1.518729,4.683949,2.890358,1.537345,0.981201,0.004679,0.014119
152582,122,0.271601,8.084671,3.979900,0.296910,0.981528,0.004589,0.013883
152583,101,0.077299,4.469291,0.972054,0.091336,0.983259,0.003969,0.012773
152584,111,1.515254,5.703028,6.132311,1.538301,0.983423,0.003811,0.012766
152585,102,0.101935,6.239410,4.381501,0.123030,0.984842,0.003698,0.011460
152586,40,0.387622,5.940350,2.868150,0.404887,0.986165,0.003413,0.010423
152587,68,10.992291,9.177316,7.614710,10.851963,0.986766,0.003223,0.010011
152588,97,4.698950,5.231970,3.212236,4.671268,0.984883,0.003729,0.011387
152589,116,0.663847,4.427719,1.930279,0.679580,0.983779,0.003998,0.012222
152590,97,2.772834,5.231634,2.999412,2.779996,0.983997,0.003904,0.012099
152591,115,4.552797,5.320881,3.787798,4.542736,0.983700,0.003958,0.012342
152592,101,1.379410,4.469167,3.136019,1.398023,0.982857,0.004196,0.012947
152593,116,1.831267,4.427554,3.678233,1.849531,0.983225,0.004158,0.012616
152594,41,4.115268,5.941005,5.478776,4.130499,0.983551,0.004180,0.012270
152595,41,0.798885,5.940435,4.154752,0.820825,0.983603,0.004289,0.012108
152596,59,0.369009,5.675865,1.422065,0.383158,0.984698,0.004012,0.011290
152597,10,0.838862,5.060672,0.762382,0.843110,0.984973,0.003755,0.011272
152598,32,0.241571,1.980352,0.448544,0.247502,0.984736,0.003640,0.011624
152599,32,0.003306,1.980324,0.873107,0.015187,0.984338,0.003785,0.011877
152600,32,0.096276,1.980296,0.873076,0.107568,0.984202,0.003899,0.011899
152601,32,0.162407,1.980268,0.873045,0.173306,0.984031,0.004016,0.011952
152602,100,6.372884,6.027095,6.632653,6.374128,0.983838,0.004134,0.012027
152603,45,12.306606,5.105842,6.021813,10.927094,0.983237,0.004507,0.012256
152604,62,10.279376,7.808242,3.280723,8.724478,0.979035,0.005901,0.015064
152605,78,13.912746,8.433977,5.701980,11.136958,0.974518,0.006657,0.018824
152606,32,5.532493,1.980278,4.744575,5.388758,0.967641,0.008122,0.024238
152607,61,2.385846,5.202308,4.761228,2.427223,0.965565,0.009346,0.025089
152608,32,0.076220,1.980260,1.461725,0.107127,0.967334,0.008935,0.023731
152609,78,15.527102,8.430755,8.003185,12.844058,0.968115,0.008776,0.023109
152610,59,6.426153,5.675515,4.862121,6.336123,0.959868,0.011095,0.029037
152611,10,0.830352,5.060489,0.762072,0.844185,0.957664,0.011651,0.030685
152612,32,0.556208,1.980260,0.448436,0.562335,0.958310,0.010599,0.031091
152613,32,0.002305,1.980233,0.873126,0.034544,0.958013,0.010482,0.031505
152614,32,0.119027,1.980205,0.873095,0.148230,0.958745,0.010216,0.031039
152615,32,0.194588,1.980177,0.873064,0.221689,0.959318,0.009997,0.030685
152616,100,5.836707,6.026611,6.629209,5.857136,0.959785,0.009810,0.030405
152617,45,11.542773,5.105649,5.986744,9.844108,0.959898,0.010086,0.030017
152618,62,10.643062,7.806261,3.278046,7.858149,0.952045,0.012463,0.035492
152619,110,5.915920,5.139530,4.703519,5.821105,0.942119,0.013757,0.044124
152620,117,1.481879,6.129925,4.965235,1.564482,0.939670,0.014373,0.045957
152621,109,0.061704,5.955244,2.975358,0.134301,0.945140,0.012904,0.041956
152622,95,0.206326,5.036236,3.392052,0.273474,0.949848,0.011196,0.038956
152623,102,0.652322,6.239056,5.296898,0.717689,0.954058,0.010059,0.035883
152624,101,0.201797,4.469260,3.711242,0.256716,0.959402,0.008885,0.031713
152625,97,0.290503,5.231610,4.190429,0.341811,0.962854,0.008176,0.028970
152626,116,1.080720,4.427662,1.929674,1.107408,0.966403,0.007406,0.026191
152627,117,1.080501,6.129330,4.817388,1.125570,0.967091,0.007035,0.025875
152628,114,0.045506,5.421197,2.971303,0.084509,0.970077,0.006396,0.023528
152629,101,0.311565,4.469098,2.369108,0.343837,0.972287,0.005787,0.021926
152630,115,0.667456,5.320872,3.313488,0.700801,0.973586,0.005447,0.020967
152631,32,3.589969,1.980291,4.180572,3.584511,0.975198,0.005077,0.019726
152632,61,2.742180,5.202196,4.760447,2.770534,0.974649,0.005656,0.019695
152633,32,0.098372,1.980273,1.461151,0.121075,0.975528,0.005590,0.018882
152634,110,6.220747,5.139339,6.993947,6.222753,0.975923,0.005617,0.018460
152635,117,1.478808,6.128745,4.955768,1.511779,0.975513,0.006131,0.018356
152636,109,0.018509,5.954800,2.971895,0.048095,0.977427,0.005675,0.016898
152637,95,0.313723,5.036067,3.387023,0.341157,0.979092,0.005089,0.015820
152638,102,0.922255,6.238485,5.285696,0.949478,0.980470,0.004755,0.014775
152639,101,0.155547,4.468984,3.703607,0.179329,0.982292,0.004393,0.013315
152640,97,0.146795,5.231397,4.187157,0.169535,0.983489,0.004197,0.012315
152641,116,0.862105,4.427601,1.928737,0.875858,0.984807,0.003940,0.011253
152642,117,1.172222,6.128151,4.812067,1.192674,0.984898,0.003873,0.011229
152643,114,0.067099,5.420934,2.967854,0.085389,0.985919,0.003673,0.010408
152644,101,0.311064,4.468822,2.367537,0.326689,0.986659,0.003463,0.009878
152645,115,0.639237,5.320636,3.311888,0.655733,0.986990,0.003390,0.009620
152646,59,4.294703,5.675372,5.486912,4.305131,0.987506,0.003280,0.009214
152647,10,1.403075,5.060514,0.761763,1.400254,0.987303,0.003478,0.009219
152648,32,0.629360,1.980377,0.448327,0.630509,0.986829,0.003448,0.009723
152649,32,0.004206,1.980349,0.873144,0.014756,0.986258,0.003641,0.010101
152650,32,0.113597,1.980321,0.873114,0.123577,0.986068,0.003763,0.010169
152651,32,0.185471,1.980293,0.873083,0.195113,0.985843,0.003889,0.010268
152652,100,5.593310,6.026336,6.625774,5.602500,0.985598,0.004017,0.010385
152653,45,12.116176,5.105664,5.952533,10.924356,0.985309,0.004296,0.010396
152654,62,10.827826,7.804490,3.275376,9.050450,0.981598,0.005613,0.012789
152655,88,14.299070,9.615021,4.874981,10.673883,0.977252,0.006450,0.016298
152656,32,5.211162,1.980303,5.228819,5.121199,0.970498,0.007702,0.021800
152657,61,4.973209,5.202085,4.759666,4.969994,0.969113,0.008804,0.022083
152658,32,0.127758,1.980285,1.460577,0.157118,0.968398,0.009068,0.022534
152659,40,3.071661,5.940459,5.759703,3.110073,0.969093,0.008914,0.021992
152660,100,2.634406,6.025797,4.367308,2.666722,0.970824,0.008524,0.020651
152661,111,0.536413,5.703263,2.727020,0.570573,0.972005,0.008040,0.019955
152662,117,0.305314,6.127680,2.630912,0.337921,0.973725,0.007229,0.019046
152663,98,0.570144,6.693973,2.927418,0.600624,0.975466,0.006412,0.018122
152664,108,0.237532,5.984629,2.037124,0.263529,0.977084,0.005676,0.017240
152665,101,0.084784,4.468811,1.816570,0.108828,0.978205,0.005115,0.016680
152666,42,3.633198,7.671709,6.011529,3.658804,0.979003,0.004820,0.016177
152667,41,4.255778,5.940535,3.823233,4.252589,0.979988,0.004606,0.015406
152668,99,6.751119,6.106130,6.778734,6.747730,0.979366,0.004708,0.015926
152669,97,8.551308,5.231316,4.781360,8.227949,0.978643,0.005128,0.016228
152670,108,0.531025,5.984088,3.399338,0.562763,0.975579,0.005979,0.018442
152671,108,2.406257,5.983501,4.327882,2.431994,0.977304,0.005417,0.017279
152672,111,1.044497,5.702876,2.467825,1.066946,0.978145,0.005202,0.016653
152673,99,1.096596,6.105528,3.925547,1.123845,0.978846,0.004858,0.016296
152674,40,0.721148,5.940022,5.103871,0.748795,0.980164,0.004518,0.015318
152675,78,10.174558,8.428124,6.516225,9.947845,0.982012,0.004203,0.013785
152676,32,8.949431,1.980418,4.694261,8.043385,0.979576,0.004749,0.015674
152677,42,2.427469,7.669890,6.783988,2.461311,0.975771,0.006163,0.018067
152678,32,0.393698,1.980399,0.832308,0.405278,0.978170,0.005610,0.016220
152679,110,4.145673,5.139431,6.989536,4.170241,0.977987,0.005680,0.016333
152680,117,0.709010,6.127190,4.946367,0.738506,0.978813,0.005849,0.015338
152681,109,0.028383,5.954640,2.969036,0.053536,0.980823,0.005314,0.013864
152682,95,0.502648,5.036182,3.382015,0.525693,0.982175,0.004786,0.013039
152683,102,1.628533,6.238197,5.274585,1.651286,0.983184,0.004514,0.012302
152684,101,0.440479,4.468782,3.696019,0.461091,0.984363,0.004267,0.011370
152685,97,0.284064,5.231113,4.184095,0.304289,0.985232,0.004117,0.010651
152686,116,1.249468,4.427822,1.928135,1.259805,0.986299,0.003885,0.009815
152687,117,0.700200,6.126597,4.806767,0.719287,0.986190,0.003864,0.009947
152688,114,0.036807,5.420954,2.965010,0.053444,0.987248,0.003619,0.009134
152689,101,0.603617,4.468620,2.365969,0.617119,0.987885,0.003413,0.008701
152690,115,0.560842,5.320684,3.310493,0.576153,0.988042,0.003372,0.008585
152691,44,2.574016,6.832522,5.785607,2.589153,0.988503,0.003257,0.008240
152692,32,0.155453,1.980494,0.279205,0.159701,0.988982,0.003201,0.007817
152693,115,3.676320,5.320335,6.135323,3.689254,0.988524,0.003361,0.008115
152694,105,2.615153,4.684773,2.889505,2.621012,0.988599,0.003532,0.007870
152695,122,0.417787,8.083177,3.976466,0.433854,0.988217,0.003650,0.008133
152696,101,0.025236,4.468477,0.970360,0.035024,0.989118,0.003235,0.007647
